id,hits
200547,19
200182,19
201360,19
101048,19
201336,19
200716,19
101053,19
201373,19
200137,19
201188,19
200742,19
101118,19
100952,19
200558,19
101867,19
101788,19
100661,19
200851,18
200019,18
101168,18
100874,18
101398,18
201025,18
200272,18
200362,18
200470,18
101328,18
101233,18
100723,18
100716,18
201143,18
200964,18
201462,18
201400,18
201192,18
100882,18
201467,18
100353,18
200530,18
100228,18
100720,18
200802,18
101461,18
101465,18
201493,18
101273,18
102056,18
200506,18
100383,18
101042,18
200005,18
101363,18
100345,18
200940,18
101132,18
200243,18
100772,18
200225,18
101939,18
100497,18
100270,18
100657,18
201038,18
200376,17
101156,17
200378,17
200907,17
200832,17
200417,17
200771,17
200765,17
201384,17
200919,17
101908,17
100717,17
200420,17
100517,17
201249,17
101203,17
201369,17
101119,17
200836,17
200746,17
201276,17
101445,17
100422,17
200710,17
201185,17
200880,17
101825,17
200188,17
201109,17
200269,17
200180,17
101529,17
200961,17
200286,17
101864,17
200163,17
201219,17
101528,17
200513,17
201127,17
102159,17
200818,17
100402,17
201175,17
201142,17
102192,17
100112,17
200321,17
201268,17
201210,17
100823,17
201427,17
100605,17
100286,17
200781,17
101669,17
101769,17
201088,16
201212,16
100032,16
201444,16
101172,16
101640,16
201483,16
201123,16
100469,16
201294,16
100654,16
200130,16
100320,16
100713,16
100715,16
200071,16
101685,16
100384,16
200057,16
200363,16
101171,16
101447,16
200292,16
200621,16
200785,16
200787,16
200831,16
101464,16
100985,16
101410,16
101692,16
101571,16
201152,16
201457,16
201337,16
101577,16
100751,16
200822,16
200937,16
200805,16
101851,16
101575,16
100756,16
101147,16
100175,16
100532,16
201352,16
201005,15
101136,15
101520,15
101013,15
101191,15
200772,15
200729,15
100335,15
101596,15
101080,15
100458,15
201158,15
200493,15
101492,15
101912,15
100714,15
201241,15
201135,15
200098,15
101327,15
200086,15
200374,15
200433,15
100728,15
200542,15
100098,15
101288,15
101274,15
101449,15
101454,15
101467,15
200128,15
201232,15
102086,15
101367,15
200014,15
200741,15
200322,15
200176,15
102104,15
200865,15
201258,15
200550,15
100530,15
100854,15
200797,15
100021,15
100584,15
201040,15
200457,15
100088,15
101400,15
102099,15
201441,15
201502,15
100877,15
200524,15
102089,15
100495,15
200875,15
200580,15
101038,15
200898,14
200312,14
101938,14
200687,14
100812,14
200886,14
101096,14
101306,14
100574,14
200938,14
100122,14
102187,14
200941,14
201193,14
200798,14
101160,14
101161,14
200762,14
200573,14
100670,14
101339,14
101106,14
200783,14
100809,14
102050,14
200268,14
101560,14
101397,14
200350,14
100619,14
101049,14
200842,14
200926,14
100485,14
200633,14
100062,14
101382,14
100092,14
100905,14
100140,14
101453,14
201365,14
200879,14
102179,14
201052,14
201194,14
101796,14
200782,14
101208,14
102031,14
200777,14
100235,14
101051,14
200800,13
200407,13
200521,13
201184,13
101690,13
102001,13
101344,13
201325,13
200846,13
201133,13
101442,13
201159,13
200882,13
100306,13
102167,13
101849,13
100465,13
200645,13
201421,13
200641,13
100938,13
201045,13
101882,13
200051,13
201496,13
101820,13
101148,13
201031,13
100936,13
100211,13
201230,13
200700,13
200053,13
201479,13
100437,13
200074,13
200769,13
201404,13
200981,13
100893,13
200129,13
200804,13
201415,13
200124,13
201469,13
201090,13
200536,13
100912,13
201423,13
100214,13
100725,13
101501,13
101085,13
100352,13
100206,13
100838,13
102055,13
101092,13
200717,12
101707,12
100907,12
200190,12
101494,12
201485,12
101421,12
200602,12
100764,12
100613,12
200010,12
200231,12
200827,12
101758,12
200566,12
201160,12
100376,12
201363,12
200488,12
200328,12
201461,12
101414,12
100566,12
200759,12
201062,12
100455,12
200900,12
201269,12
101455,12
101462,12
200646,12
201072,12
201510,12
200576,12
200359,12
200026,12
200579,12
200792,12
100878,12
200679,12
100045,12
100671,12
200676,12
200152,12
100528,12
100675,12
201083,12
200995,12
100408,12
201076,12
201451,12
101612,12
101990,12
200586,12
201247,12
102064,12
100007,12
101860,12
201243,12
101107,12
101665,12
200638,12
200157,12
101441,12
200184,12
100145,12
101537,12
201259,12
100859,12
101131,12
101568,12
100902,12
102112,12
102048,11
201161,11
200522,11
200996,11
101604,11
201255,11
200408,11
200207,11
100683,11
201477,11
200023,11
200703,11
200191,11
200636,11
200366,11
200198,11
101633,11
200591,11
201164,11
200449,11
200696,11
200683,11
200028,11
100136,11
201416,11
201501,11
200809,11
200197,11
200196,11
200164,11
200958,11
101466,11
100212,11
100042,11
101458,11
201367,11
101253,11
101071,11
101373,11
100105,11
100940,11
200504,11
200352,11
100586,11
101516,11
100968,11
200702,11
200077,11
100470,11
100472,11
201435,11
100050,11
200018,11
100593,11
200747,11
200178,11
200514,11
100993,11
101459,11
101470,11
100817,11
200833,11
200109,11
200199,11
102140,11
100382,11
101595,11
200459,11
100220,11
200237,11
100150,11
101033,10
101411,10
200429,10
100467,10
100807,10
200413,10
101231,10
200472,10
200637,10
200648,10
201389,10
200111,10
101639,10
102020,10
201217,10
200300,10
100451,10
101452,10
101472,10
200942,10
200906,10
200869,10
100184,10
201327,10
201359,10
101764,10
200708,10
201239,10
100023,10
100389,10
201015,10
200761,10
200044,10
200367,10
200975,10
101202,10
201304,10
200751,10
101134,10
201147,10
201413,10
200801,10
100056,10
101100,10
101377,10
200867,10
200629,10
100151,10
200391,10
200758,10
200216,10
101084,10
200627,10
100221,10
101713,10
200736,10
101474,10
100608,10
100189,10
100819,10
102108,10
200189,10
100256,10
100663,10
101765,10
101736,10
201377,10
100792,10
101632,10
200554,10
101883,10
102032,10
101635,10
101389,10
100891,10
200222,10
201096,10
100420,10
101793,10
100275,10
200564,9
100117,9
101732,9
201091,9
101813,9
200223,9
200186,9
201378,9
101809,9
200203,9
100198,9
201229,9
101762,9
200598,9
101561,9
200263,9
200444,9
201037,9
200883,9
200238,9
200463,9
201086,9
101835,9
100449,9
101963,9
100461,9
101341,9
101469,9
100673,9
100176,9
201506,9
200486,9
200774,9
201414,9
100508,9
100398,9
101123,9
200701,9
200933,9
100796,9
101670,9
101887,9
201119,9
200340,9
200752,9
200775,9
201309,9
102045,9
201387,9
100699,9
200499,9
200552,9
101564,9
200282,9
101457,9
201303,9
100330,9
200383,9
101240,9
200425,9
200073,9
100800,9
201007,9
200604,9
200608,9
102080,9
200381,9
201455,9
201063,9
200334,9
100210,9
201106,9
200991,9
102205,9
101872,9
200224,9
201296,9
200385,9
101297,9
100550,9
101476,9
200159,9
200275,9
201115,9
101729,9
101129,9
101600,8
100997,8
101332,8
100678,8
101643,8
201379,8
200595,8
201172,8
100226,8
101497,8
100423,8
101797,8
200628,8
200936,8
200194,8
101587,8
100133,8
200313,8
200283,8
100209,8
200097,8
200790,8
200344,8
100787,8
100358,8
100487,8
200451,8
200813,8
200872,8
201349,8
100448,8
100379,8
200151,8
200009,8
101991,8
200535,8
200145,8
201206,8
201293,8
100915,8
200347,8
200169,8
100396,8
201223,8
101024,8
201275,8
200960,8
100137,8
101509,8
100949,8
200084,8
200365,8
200482,8
100811,8
200733,8
100169,8
100486,8
200532,8
101045,8
200445,8
200593,8
200601,8
200220,8
200511,8
201004,8
201288,8
200246,8
200557,8
200139,8
101175,8
200431,8
101404,8
100460,8
200061,8
101722,8
200916,8
200115,8
200653,8
101642,8
100636,8
101258,8
200389,8
200965,8
201024,8
101754,8
100630,8
200807,8
200571,8
200745,8
200102,8
201215,8
101911,8
200249,8
100233,8
200666,8
100047,8
100711,8
102098,8
101611,8
101221,8
101898,8
101855,7
201412,7
101380,7
100419,7
200515,7
200876,7
100311,7
200692,7
101599,7
200755,7
200032,7
101068,7
100841,7
100168,7
101748,7
201108,7
100347,7
100005,7
101952,7
100476,7
200234,7
200103,7
100871,7
100274,7
200171,7
100623,7
200087,7
201167,7
102118,7
200390,7
100464,7
100471,7
200228,7
101448,7
201201,7
201071,7
200446,7
200148,7
100388,7
201397,7
101030,7
201236,7
200101,7
201221,7
200548,7
200250,7
101641,7
200735,7
201429,7
201323,7
101245,7
101357,7
101016,7
101471,7
201333,7
200369,7
101180,7
201225,7
101076,7
101776,7
100167,7
200200,7
200047,7
200749,7
200877,7
200840,7
101456,7
200539,7
101803,7
200695,7
100297,7
100582,7
100180,7
200255,7
201473,7
200904,7
100935,7
101182,7
101418,7
201513,7
101795,7
101738,7
101185,7
201476,7
101378,7
101893,7
200304,7
101582,7
200155,7
100565,7
101918,7
101504,7
101133,6
100204,6
100310,6
102119,6
101719,6
200439,6
102110,6
200953,6
200140,6
100970,6
200922,6
201104,6
101823,6
201068,6
102021,6
100983,6
200651,6
101527,6
201278,6
200154,6
200177,6
201324,6
100846,6
201251,6
100906,6
200502,6
200990,6
200008,6
100591,6
201011,6
100121,6
100536,6
101358,6
101894,6
100669,6
100457,6
101672,6
100116,6
100822,6
100743,6
100234,6
101279,6
200050,6
100740,6
101708,6
200523,6
101286,6
101548,6
101322,6
100411,6
200357,6
200909,6
101878,6
100372,6
201395,6
100473,6
200665,6
201252,6
200068,6
100315,6
101720,6
101021,6
100296,6
200654,6
201030,6
102134,6
200918,6
201094,6
101831,6
101493,6
201170,6
101873,6
100955,6
201456,6
201272,6
100967,6
100282,6
100385,6
102191,6
200294,6
200721,6
201475,6
100283,6
101579,6
201517,6
201518,6
201482,6
201364,6
100746,6
101865,6
100462,6
200669,6
100350,6
101072,6
100011,6
101486,6
100127,6
201348,6
100531,6
100132,6
101930,5
101099,5
200147,5
101609,5
201132,5
100890,5
100289,5
101266,5
101349,5
201097,5
101391,5
200652,5
201180,5
101090,5
100944,5
101060,5
200893,5
101025,5
100453,5
100463,5
100466,5
201356,5
201216,5
200744,5
101818,5
200430,5
200677,5
100299,5
200441,5
100506,5
201505,5
201183,5
200267,5
100888,5
200570,5
100459,5
100207,5
101188,5
101224,5
200892,5
201368,5
100194,5
200121,5
201254,5
200553,5
201260,5
101651,5
200881,5
201002,5
201308,5
100138,5
201345,5
200464,5
201474,5
200984,5
100442,5
200672,5
200083,5
200509,5
100057,5
101088,5
200453,5
200174,5
101760,5
200970,5
200261,5
101438,5
201358,5
200473,5
200229,5
201343,5
200052,5
200118,5
200738,5
200667,5
100590,5
101294,5
200382,5
200507,5
100409,5
100833,5
200770,5
100008,5
200326,5
200512,5
101116,5
101078,5
200303,5
102029,5
101702,5
201069,5
201138,5
100351,5
200723,5
100370,5
200093,5
200021,5
201520,5
201519,5
200004,5
200811,5
200671,5
201516,5
101544,5
101901,5
101532,5
100482,5
100732,5
101652,5
100525,5
200889,5
100835,5
101041,5
201376,5
102042,5
100543,5
201306,5
100305,5
100255,4
101962,4
201213,4
201446,4
101330,4
200046,4
200141,4
201459,4
100961,4
200293,4
100360,4
100139,4
100369,4
101830,4
200854,4
101444,4
101549,4
100300,4
101247,4
100454,4
200572,4
102145,4
101428,4
101667,4
201300,4
200510,4
201041,4
101928,4
201181,4
101012,4
201289,4
100143,4
102069,4
101933,4
100922,4
100883,4
200006,4
101869,4
201448,4
100889,4
100778,4
100468,4
102136,4
201136,4
200613,4
102007,4
100637,4
101360,4
101372,4
200096,4
100625,4
101064,4
200471,4
201316,4
200680,4
100368,4
101534,4
100428,4
101153,4
100257,4
200094,4
101929,4
100417,4
100456,4
101598,4
102175,4
101581,4
200041,4
200631,4
101656,4
200966,4
101057,4
200183,4
101390,4
101980,4
201332,4
100972,4
200888,4
201227,4
100254,4
200939,4
101187,4
101546,4
200131,4
101301,4
100832,4
200828,4
200323,4
101847,4
101110,4
100805,4
101370,4
200416,4
201228,4
100033,4
201056,4
100232,4
100597,4
200885,4
200380,4
200578,4
100187,4
200123,4
201523,4
201166,4
100483,4
200928,4
101268,4
100768,4
100894,4
102105,4
200029,4
100815,4
200814,4
100130,4
200271,4
101879,4
201137,4
101782,4
100849,4
201491,4
201016,4
101502,4
100285,4
101620,4
101323,4
100445,3
101280,3
101174,3
201366,3
201346,3
201122,3
200064,3
201307,3
201317,3
101890,3
200318,3
101420,3
200596,3
101159,3
100754,3
101726,3
201112,3
101205,3
100766,3
100331,3
200776,3
101234,3
100436,3
101695,3
201338,3
100784,3
200799,3
201105,3
100010,3
102178,3
100386,3
101329,3
200037,3
200192,3
200895,3
201339,3
100730,3
101526,3
101970,3
101917,3
100395,3
100969,3
101371,3
200395,3
100268,3
201054,3
200763,3
200481,3
100688,3
101576,3
200270,3
200841,3
200835,3
101514,3
100035,3
101671,3
100247,3
100216,3
100700,3
201150,3
100164,3
200711,3
100452,3
100200,3
100660,3
101927,3
100373,3
201273,3
100397,3
101749,3
100951,3
200527,3
102141,3
200750,3
101263,3
200668,3
200793,3
200337,3
200458,3
101395,3
200384,3
100696,3
200714,3
102005,3
200997,3
201500,3
101362,3
200027,3
102037,3
200951,3
100858,3
200655,3
200640,3
200081,3
201320,3
200036,3
200025,3
100576,3
100975,3
200414,3
201439,3
200089,3
200725,3
200597,3
101199,3
101002,3
101783,3
100380,3
100082,3
101892,3
101733,3
101484,3
200697,3
101997,3
101585,3
102211,3
101815,3
101525,3
100343,3
100246,3
101178,3
100635,3
101936,3
100415,3
100977,3
101473,3
101181,3
200582,3
102081,3
100110,3
200257,3
101725,3
201329,3
200743,3
200069,3
101381,3
200333,3
200973,3
100238,3
200040,2
200815,2
201430,2
201283,2
100433,2
200412,2
100595,2
200193,2
201131,2
200923,2
201113,2
101039,2
100647,2
101317,2
201335,2
100603,2
201417,2
200661,2
101061,2
100837,2
200454,2
101319,2
101488,2
101870,2
200319,2
200497,2
102014,2
201066,2
200837,2
101975,2
200108,2
101481,2
201287,2
101117,2
201032,2
100265,2
200569,2
101236,2
100148,2
101688,2
200537,2
201028,2
201061,2
100394,2
102125,2
100338,2
100412,2
100239,2
201008,2
200945,2
101747,2
200712,2
200855,2
200149,2
102117,2
102016,2
200806,2
100500,2
200017,2
200529,2
101565,2
102085,2
100499,2
200494,2
200894,2
201419,2
200722,2
200670,2
200588,2
102101,2
100887,2
200447,2
201250,2
101739,2
200944,2
102040,2
201012,2
200496,2
101128,2
101244,2
100053,2
200630,2
200325,2
200142,2
101489,2
101111,2
201124,2
201001,2
100022,2
201361,2
200125,2
102033,2
200574,2
100086,2
101295,2
100826,2
101047,2
100672,2
201226,2
200338,2
201003,2
200156,2
200983,2
201321,2
100030,2
200422,2
102128,2
200351,2
201298,2
201085,2
100196,2
200487,2
101063,2
101799,2
200998,2
201315,2
100507,2
200685,2
200968,2
101351,2
100195,2
100895,2
100677,2
200162,2
101586,2
100721,2
102181,2
101506,2
101044,2
200310,2
100848,2
100523,2
200948,2
200170,2
100791,2
101356,2
101891,2
101348,2
101617,2
101937,2
201286,2
200719,2
101408,2
100614,2
100341,2
101394,2
201497,2
100662,2
200205,2
101919,2
101838,2
101000,2
201153,2
101032,2
201353,2
201495,2
101463,2
101379,2
101660,2
101967,2
100962,2
100443,2
102177,2
201454,2
100124,2
100241,2
100776,2
100346,2
100026,2
200296,2
201351,2
102123,2
200962,2
100757,2
100850,2
101059,2
200002,2
101369,2
101212,2
101065,2
100836,2
200016,2
100222,2
101914,2
201463,2
101093,2
101752,2
200784,2
100431,2
101535,2
101844,2
101152,2
100862,2
100505,2
101485,2
100048,1
101026,1
100434,1
101759,1
200361,1
101745,1
100795,1
100870,1
101696,1
200920,1
101115,1
100825,1
101289,1
200274,1
101922,1
101219,1
201107,1
101941,1
200838,1
101281,1
201385,1
101324,1
201177,1
100488,1
102022,1
102090,1
201092,1
101320,1
100276,1
200253,1
200682,1
200864,1
101127,1
101034,1
200048,1
200947,1
201204,1
102171,1
200931,1
101220,1
101022,1
201163,1
102170,1
100319,1
100413,1
100123,1
100900,1
200067,1
200356,1
200056,1
100181,1
200426,1
100520,1
101095,1
200332,1
200450,1
201197,1
101673,1
101863,1
100844,1
200013,1
101027,1
200307,1
101981,1
200043,1
100075,1
101194,1
200132,1
200688,1
200921,1
201099,1
200015,1
201233,1
200035,1
201431,1
201326,1
200370,1
201453,1
201508,1
100014,1
200277,1
101915,1
100186,1
200908,1
200484,1
201214,1
200902,1
100867,1
201191,1
201512,1
201355,1
100173,1
100978,1
101881,1
200693,1
101004,1
200438,1
201394,1
201498,1
101190,1
101770,1
101625,1
101986,1
201117,1
100293,1
102184,1
101766,1
201371,1
200726,1
101584,1
102157,1
200423,1
201449,1
101666,1
102010,1
100810,1
100309,1
100179,1
101213,1
100950,1
200465,1
101874,1
101200,1
201396,1
101167,1
102147,1
100923,1
100314,1
102198,1
101427,1
101142,1
200967,1
200546,1
100166,1
200358,1
200732,1
100821,1
200971,1
200972,1
100170,1
102034,1
100514,1
101674,1
101812,1
100083,1
100911,1
201265,1
100242,1
102155,1
100361,1
201098,1
200862,1
200492,1
201093,1
200480,1
201295,1
200657,1
101347,1
200495,1
101251,1
201487,1
101616,1
200925,1
101003,1
200845,1
100533,1
101413,1
102122,1
102025,1
200614,1
200969,1
201207,1
100261,1
101964,1
100556,1
100479,1
100480,1
100733,1
200411,1
